transaction_date,month_name,month_id,day_name,day_number,transaction_count,product_sold,product_detail,product_type,product_category,store_location,time_bucket,total_revenue
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Cappuccino,Barista Espresso,Coffee,Lower Manhattan,morning,7.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Peppermint Rg,Brewed herbal tea,Tea,Hell's Kitchen,morning,5.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ethiopia Lg,Gourmet brewed coffee,Coffee,Astoria,morning,7.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Scottish Cream Scone ,Scone,Bakery,Hell's Kitchen,morning,4.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ginger Scone,Scone,Bakery,Lower Manhattan,morning,3.25
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Astoria,morning,5.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Brazilian Sm,Organic brewed coffee,Coffee,Astoria,morning,4.40
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Astoria,morning,3.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Earl Grey Rg,Brewed Black tea,Tea,Hell's Kitchen,morning,5.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Brazilian Rg,Organic brewed coffee,Coffee,Astoria,morning,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Astoria,morning,7.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Espresso shot,Barista Espresso,Coffee,Astoria,morning,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Earl Grey Rg,Brewed Black tea,Tea,Astoria,morning,2.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,2.50
2023-01-01,Jan,2023-Jan,Sun,1,3,3,English Breakfast Lg,Brewed Black tea,Tea,Astoria,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,5,5,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Astoria,afternoon,24.80
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Croissant,Pastry,Bakery,Astoria,afternoon,7.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Hell's Kitchen,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Serenity Green Tea Lg,Brewed Green tea,Tea,Hell's Kitchen,afternoon,3.00
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Peppermint Rg,Brewed herbal tea,Tea,Astoria,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Brazilian Lg,Organic brewed coffee,Coffee,Hell's Kitchen,afternoon,10.50
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Astoria,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Serenity Green Tea Rg,Brewed Green tea,Tea,Lower Manhattan,afternoon,5.00
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Hell's Kitchen,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Lemon Grass Lg,Brewed herbal tea,Tea,Lower Manhattan,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Hell's Kitchen,afternoon,15.50
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Columbian Medium Roast Sm,Gourmet brewed coffee,Coffee,Astoria,afternoon,14.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Earl Grey Rg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Latte,Barista Espresso,Coffee,Lower Manhattan,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,6,6,Brazilian Sm,Organic brewed coffee,Coffee,Lower Manhattan,afternoon,26.40
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Sustainably Grown Organic Rg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Cappuccino Lg,Barista Espresso,Coffee,Lower Manhattan,afternoon,17.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Latte,Barista Espresso,Coffee,Hell's Kitchen,afternoon,11.25
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Morning Sunrise Chai Rg,Brewed Chai tea,Tea,Astoria,afternoon,20.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Astoria,afternoon,12.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Ethiopia Sm,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,8.80
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Sustainably Grown Organic Rg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,4,4,English Breakfast Lg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,21.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Astoria,afternoon,5.10
2023-01-01,Jan,2023-Jan,Sun,1,5,5,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Astoria,afternoon,17.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Ethiopia Lg,Gourmet brewed coffee,Coffee,Astoria,afternoon,7.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Latte,Barista Espresso,Coffee,Astoria,afternoon,22.50
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,21.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,4.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Ethiopia Rg,Gourmet brewed coffee,Coffee,Astoria,afternoon,9.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Lower Manhattan,afternoon,14.25
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Ginger Scone,Scone,Bakery,Lower Manhattan,afternoon,9.75
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,5.10
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Croissant,Pastry,Bakery,Lower Manhattan,afternoon,10.50
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Espresso shot,Barista Espresso,Coffee,Hell's Kitchen,afternoon,3.00
2023-01-01,Jan,2023-Jan,Sun,1,4,4,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,15.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Peppermint Lg,Brewed herbal tea,Tea,Hell's Kitchen,afternoon,9.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Brazilian Rg,Organic brewed coffee,Coffee,Hell's Kitchen,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,9.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Serenity Green Tea Lg,Brewed Green tea,Tea,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Scottish Cream Scone ,Scone,Bakery,Hell's Kitchen,afternoon,4.50
2023-01-01,Jan,2023-Jan,Sun,1,5,5,Lemon Grass Lg,Brewed herbal tea,Tea,Astoria,afternoon,21.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Brazilian Sm,Organic brewed coffee,Coffee,Hell's Kitchen,afternoon,4.40
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ginger Scone,Scone,Bakery,Hell's Kitchen,afternoon,3.25
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Lemon Grass Rg,Brewed herbal tea,Tea,Hell's Kitchen,afternoon,10.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Morning Sunrise Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,10.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Our Old Time Diner Blend Sm,Drip coffee,Coffee,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,6,6,Dark chocolate Rg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,31.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Lower Manhattan,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Sustainably Grown Organic Rg,Hot chocolate,Drinking Chocolate,Lower Manhattan,afternoon,11.25
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,2.55
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Morning Sunrise Chai Lg,Brewed Chai tea,Tea,Astoria,afternoon,12.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Morning Sunrise Chai Lg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,8.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Croissant,Pastry,Bakery,Hell's Kitchen,afternoon,7.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ethiopia Sm,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,4.40
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Lower Manhattan,afternoon,10.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Serenity Green Tea Rg,Brewed Green tea,Tea,Astoria,afternoon,15.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Ouro Brasileiro shot,Barista Espresso,Coffee,Lower Manhattan,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Cappuccino,Barista Espresso,Coffee,Hell's Kitchen,afternoon,11.25
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Earl Grey Lg,Brewed Black tea,Tea,Lower Manhattan,afternoon,3.00
2023-01-01,Jan,2023-Jan,Sun,1,5,5,Lemon Grass Rg,Brewed herbal tea,Tea,Astoria,afternoon,25.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Lower Manhattan,afternoon,3.75
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,2.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Hazelnut Biscotti,Biscotti,Bakery,Astoria,afternoon,6.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Astoria,afternoon,6.20
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Our Old Time Diner Blend Sm,Drip coffee,Coffee,Hell's Kitchen,afternoon,8.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ethiopia Rg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ethiopia Lg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,3.50
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Lemon Grass Rg,Brewed herbal tea,Tea,Lower Manhattan,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,4,4,English Breakfast Rg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,12.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Brazilian Lg,Organic brewed coffee,Coffee,Lower Manhattan,afternoon,7.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Chocolate Croissant,Pastry,Bakery,Lower Manhattan,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Lower Manhattan,afternoon,4.90
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Latte Rg,Barista Espresso,Coffee,Lower Manhattan,afternoon,25.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Hazelnut Biscotti,Biscotti,Bakery,Lower Manhattan,afternoon,6.50
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Cappuccino Lg,Barista Espresso,Coffee,Astoria,afternoon,25.50
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Chocolate Croissant,Pastry,Bakery,Hell's Kitchen,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Jumbo Savory Scone,Scone,Bakery,Astoria,afternoon,3.75
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,afternoon,9.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Peppermint Lg,Brewed herbal tea,Tea,Lower Manhattan,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,English Breakfast Lg,Brewed Black tea,Tea,Lower Manhattan,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Scottish Cream Scone ,Scone,Bakery,Lower Manhattan,afternoon,4.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Latte Rg,Barista Espresso,Coffee,Hell's Kitchen,afternoon,8.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Peppermint Rg,Brewed herbal tea,Tea,Lower Manhattan,afternoon,10.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Hell's Kitchen,afternoon,4.90
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Earl Grey Rg,Brewed Black tea,Tea,Astoria,afternoon,5.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Earl Grey Lg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Astoria,afternoon,14.70
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Latte Rg,Barista Espresso,Coffee,Astoria,afternoon,17.00
2023-01-01,Jan,2023-Jan,Sun,1,3,3,Cappuccino,Barista Espresso,Coffee,Lower Manhattan,afternoon,18.75
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Brazilian Rg,Organic brewed coffee,Coffee,Astoria,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Earl Grey Rg,Brewed Black tea,Tea,Lower Manhattan,afternoon,7.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Cranberry Scone,Scone,Bakery,Astoria,afternoon,3.25
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Ethiopia Sm,Gourmet brewed coffee,Coffee,Astoria,afternoon,8.80
2023-01-01,Jan,2023-Jan,Sun,1,2,2,Columbian Medium Roast Sm,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,6.00
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Ginger Biscotti,Biscotti,Bakery,Lower Manhattan,afternoon,3.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Chocolate Chip Biscotti,Biscotti,Bakery,Astoria,afternoon,3.50
2023-01-01,Jan,2023-Jan,Sun,1,1,1,Espresso shot,Barista Espresso,Coffee,Lower Manhattan,afternoon,6.00
